id,product_A_sold_in_the_past,product_B_sold_in_the_past,product_A_recommended,product_A,product_C,product_D,cust_hitrate,cust_interactions,cust_contracts,opp_month,opp_old,competitor_Z,competitor_X,competitor_Y,cust_in_iberia,target_variable
13141,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.93251,0.11169,-0.34997,-0.52841,-0.28185,1,0,1,1,Lost
13142,-0.25992,-0.22427,-0.1097,-0.0891,-0.02372,-0.04247,-0.46547,1.91582,-0.34997,1.53945,-0.28185,1,0,0,0,Lost
13143,-0.25992,-0.19767,1.86263,10.87914,-0.02372,-0.04247,0.90277,0.06821,-0.34997,-0.52841,-0.28185,0,0,1,1,Win
13144,-0.25992,0.14183,-0.1097,-0.0891,-0.02372,-0.04247,0.7743,-0.6817,0.28593,-1.41464,-0.28185,0,0,0,1,Win
13145,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.15994,1.86148,-0.34997,-0.233,3.54793,0,0,1,1,Lost
13146,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.38407,0.69857,-0.34997,1.24404,-0.28185,0,0,1,0,Win
13147,3.77361,6.44745,-0.1097,-0.0891,-0.02372,-0.04247,-0.59401,0.12255,-0.34997,0.35782,-0.28185,0,0,0,0,Lost
13148,6.0075,0.65791,-0.1097,-0.0891,-0.02372,-0.04247,-0.89141,0.2095,-0.34997,1.24404,-0.28185,0,0,1,1,Lost
13149,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.01272,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,0,Lost
13150,0.29115,1.53069,-0.01628,-0.0891,-0.02372,1.82203,1.28753,0.06821,0.60388,-0.52841,-0.28185,0,0,0,0,Win
13151,-0.25992,-0.3328,-0.1097,-0.0891,-0.02372,-0.04247,0.30453,-0.6817,-0.34997,1.53945,-0.28185,1,0,0,1,Lost
13152,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.71015,0.02474,1.23979,-0.52841,-0.28185,0,0,0,0,Win
13153,-0.25992,-0.29769,-0.1097,-0.0891,-0.02372,-0.04247,0.17311,0.01387,-0.34997,-0.233,-0.28185,1,0,0,1,Win
13154,0.41705,2.00541,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-1.41464,-0.28185,0,0,1,0,Win
13155,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.42479,-0.6817,6.00905,0.06241,-0.28185,0,0,0,1,Win
13156,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.0795,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,1,Lost
13157,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.61293,-0.6817,0.60388,-1.11923,-0.28185,0,0,0,1,Lost
13158,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.63174,-0.6817,0.28593,1.83486,-0.28185,0,0,0,1,Win
13159,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.2014,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,Lost
13160,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.28184,-0.6817,-0.34997,-0.52841,-0.28185,0,0,0,1,Lost
13161,-0.25992,-0.33278,-0.1097,-0.0891,-0.02372,-0.04247,0.80791,-0.42086,-0.34997,-0.233,-0.28185,1,0,0,1,Lost
13162,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,0.43773,-0.34997,0.65323,-0.28185,0,0,0,1,Win
13163,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,1.83486,-0.28185,0,0,0,0,Lost
13164,-0.25992,-0.22116,-0.1097,-0.0891,-0.02372,-0.04247,-1.10155,0.74205,0.28593,0.65323,-0.28185,1,0,0,1,Lost
13165,0.34402,2.12201,-0.1097,-0.0891,-0.02372,-0.04247,1.6671,-0.6817,1.23979,-0.82382,-0.28185,1,0,0,1,Win
13166,-0.25992,-0.30269,-0.1097,-0.0891,-0.02372,-0.04247,1.21254,0.22037,-0.34997,1.83486,-0.28185,0,0,1,1,Win
13167,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.05555,0.98115,-0.34997,-1.11923,-0.28185,0,0,0,1,Win
13168,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.02062,-0.6817,-0.34997,0.94864,-0.28185,1,0,1,1,Lost
13169,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.89504,4.08948,0.28593,-0.233,3.54793,0,0,0,0,Lost
13170,-0.25992,0.36832,3.35053,-0.0891,-0.02372,-0.04247,0.37336,0.12255,-0.34997,-1.11923,-0.28185,0,0,0,1,Win
13171,-0.25992,-0.18594,-0.1097,-0.0891,-0.02372,-0.04247,1.23391,0.47034,-0.34997,-1.11923,-0.28185,0,0,0,1,Lost
13172,-0.25992,-0.30571,-0.1097,-0.0891,-0.02372,-0.04247,1.52646,0.18776,-0.34997,0.65323,-0.28185,0,0,0,1,Win
13173,-0.25992,-0.24623,-0.1097,-0.0891,-0.02372,-0.04247,-0.50193,0.4486,-0.03202,0.65323,-0.28185,1,0,1,0,Win
13174,-0.25992,-0.23252,-0.1097,-0.0891,-0.02372,-0.04247,-0.99938,-0.6817,-0.03202,1.83486,-0.28185,1,0,0,1,Win
13175,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.25295,-0.31218,-0.34997,-1.41464,-0.28185,0,0,1,1,Win
13176,0.34402,2.12201,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.51868,-0.34997,-1.11923,-0.28185,1,0,0,0,Lost
13177,-0.25992,-0.30023,2.58928,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.53945,-0.28185,1,0,0,0,Lost
13178,-0.25992,-0.31212,-0.1097,-0.0891,-0.02372,-0.04247,-0.8738,0.28558,-0.34997,1.83486,3.54793,0,0,0,0,Lost
13179,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.71684,-0.05134,-0.34997,0.06241,-0.28185,0,0,0,1,Lost
13180,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.22903,-0.39912,-0.34997,1.24404,-0.28185,1,0,0,1,Win
13181,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.72901,-0.38826,-0.34997,0.35782,-0.28185,0,0,0,0,Win
13182,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.16627,0.29645,-0.34997,0.06241,-0.28185,0,0,0,0,Win
13183,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,0.10082,-0.34997,-0.52841,-0.28185,1,0,1,0,Lost
13184,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.28883,-0.6817,2.51159,1.24404,-0.28185,0,0,0,1,Lost
13185,-0.25992,-0.34794,1.75882,-0.0891,-0.02372,-0.04247,-0.01657,1.85061,-0.34997,-0.82382,-0.28185,1,0,1,1,Win
13186,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.86417,0.06821,-0.34997,-0.233,-0.28185,0,0,1,0,Lost
13187,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,Win
13188,-0.25992,2.25232,-0.1097,-0.0891,-0.02372,-0.04247,0.6974,0.83986,-0.34997,-1.41464,-0.28185,1,0,1,0,Lost
13189,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,2.19364,0.35782,-0.28185,0,0,1,1,Win
13190,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.62906,2.02451,-0.34997,-1.41464,-0.28185,1,0,0,0,Win
13191,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,1,Win
13192,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,Lost
13193,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.43977,0.31818,1.87569,-0.52841,-0.28185,0,0,0,1,Lost
13194,-0.25992,-0.21948,-0.1097,-0.0891,-0.02372,-0.04247,0.01749,1.90495,0.92184,-0.233,-0.28185,0,0,0,1,Lost
13195,-0.25992,-0.27738,-0.1097,-0.0891,-0.02372,-0.04247,-0.30714,-0.20349,-0.34997,-1.41464,-0.28185,1,0,0,1,Win
13196,-0.13605,-0.3432,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.51868,-0.34997,0.94864,-0.28185,0,0,1,1,Win
13197,-0.25992,0.26419,-0.1097,-0.0891,-0.02372,-0.04247,-0.97182,-0.12742,-0.34997,-1.11923,-0.28185,1,0,1,0,Lost
13198,-0.25992,0.29764,-0.1097,-0.0891,-0.02372,-0.04247,-0.81298,-0.57302,-0.34997,0.65323,-0.28185,1,0,1,0,Lost
13199,-0.12571,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.66932,2.44837,-0.34997,1.24404,-0.28185,0,0,1,0,Win
13200,-0.25992,-0.0398,-0.1097,-0.0891,-0.02372,-0.04247,0.91825,-0.6817,0.92184,0.94864,-0.28185,0,0,0,1,Win
13201,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.56662,1.57891,-0.34997,-0.52841,-0.28185,1,0,1,0,Win
13202,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.67285,0.416,-0.34997,-0.233,-0.28185,0,0,0,0,Lost
13203,-0.25992,-0.25836,-0.1097,-0.0891,-0.02372,-0.04247,-1.08194,0.05734,-0.34997,1.24404,-0.28185,1,0,0,1,Lost
13204,-0.25992,-0.34794,0.20172,-0.0891,-0.02372,-0.04247,-0.59511,0.42687,-0.34997,-0.52841,-0.28185,0,0,1,0,Win
13205,-0.25992,-0.28476,-0.1097,0.84069,-0.02372,-0.04247,0.34577,0.2095,-0.34997,-1.11923,-0.28185,0,0,0,0,Lost
13206,-0.08883,-0.31671,-0.1097,-0.0891,-0.02372,-0.04247,-0.38918,0.10082,-0.34997,0.94864,-0.28185,1,0,0,0,Lost
13207,-0.25992,-0.30331,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-0.52841,-0.28185,1,0,0,1,Win
13208,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.11923,-0.28185,1,0,0,1,Win
13209,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.33311,-0.12742,-0.34997,-0.82382,-0.28185,1,0,0,0,Lost
13210,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.70257,-0.43173,-0.34997,-0.52841,-0.28185,0,0,0,1,Win
13211,-0.25992,-0.115,-0.1097,-0.0891,-0.02372,-0.04247,-0.68051,0.01387,-0.34997,-1.11923,-0.28185,1,0,0,1,Lost
13212,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,0.28593,0.94864,-0.28185,0,0,0,1,Lost
13213,2.25647,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.61384,1.80714,-0.34997,1.24404,-0.28185,1,0,0,0,Lost
13214,-0.0217,-0.30687,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.37739,-0.34997,-0.233,-0.28185,1,0,0,0,Lost
13215,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.21231,1.64411,-0.34997,0.06241,3.54793,0,0,0,1,Lost
13216,-0.25992,-0.34375,-0.1097,-0.0891,-0.02372,-0.04247,-0.47961,-0.29044,-0.34997,1.24404,-0.28185,1,0,0,1,Lost
13217,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.38218,1.5137,-0.03202,-1.41464,-0.28185,0,0,0,1,Win
13218,-0.25992,-0.0834,-0.1097,-0.0891,-0.02372,-0.04247,0.96544,1.52456,0.92184,-1.41464,-0.28185,0,0,0,1,Lost
13219,-0.25992,-0.31362,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.06241,-0.28185,0,0,1,0,Lost
13220,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.65451,-0.6817,-0.34997,0.94864,-0.28185,0,0,0,1,Win
13221,-0.19287,0.48267,-0.1097,-0.0891,-0.02372,-0.04247,0.21679,0.76378,-0.34997,-0.82382,3.54793,0,0,0,0,Lost
13222,-0.25992,3.3423,-0.1097,-0.0891,-0.02372,-0.04247,0.22873,-0.27957,-0.34997,-0.233,-0.28185,0,0,0,0,Win
13223,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.4752,-0.34997,-1.11923,-0.28185,0,0,0,1,Lost
13224,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,0.28593,-0.82382,-0.28185,0,0,0,1,Lost
13225,-0.25992,-0.24273,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.32305,-0.34997,0.65323,-0.28185,0,0,0,0,Win
13226,1.39754,-0.03585,-0.1097,-0.0891,-0.02372,-0.04247,-0.05187,0.60076,-0.34997,0.06241,3.54793,0,0,1,0,Lost
13227,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.72494,-0.06221,-0.34997,-1.41464,-0.28185,0,0,0,0,Win
13228,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.03383,-0.6817,-0.34997,1.83486,-0.28185,0,0,0,1,Lost
13229,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.49694,-0.34997,-1.11923,-0.28185,0,0,1,0,Win
13230,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.96621,-0.12742,-0.34997,-0.82382,-0.28185,1,0,1,1,Lost
13231,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.3743,2.42663,0.60388,1.24404,-0.28185,0,0,0,0,Lost
13232,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.17275,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,1,Lost
13233,-0.25992,-0.32758,-0.1097,-0.0891,-0.02372,-0.04247,-0.8651,-0.32305,-0.34997,0.06241,-0.28185,0,0,0,1,Win
13234,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,Lost
13235,-0.25992,-0.18594,-0.1097,-0.0891,-0.02372,-0.04247,1.23391,0.47034,-0.34997,-1.11923,-0.28185,0,0,0,1,Lost
13236,-0.24052,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.94656,-0.14915,-0.34997,-0.82382,-0.28185,0,0,1,1,Lost
13237,-0.25992,-0.09104,-0.1097,-0.0891,-0.02372,-0.04247,-1.02322,0.10082,-0.34997,0.06241,-0.28185,0,0,0,1,Win
13238,0.34402,1.48183,-0.1097,-0.0891,-0.02372,-0.04247,-0.14244,-0.56215,-0.34997,0.94864,-0.28185,1,0,0,0,Lost
13239,-0.25992,1.21214,3.35053,-0.0891,-0.02372,-0.04247,0.07572,1.25286,-0.34997,0.35782,-0.28185,0,0,1,1,Lost
13240,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.827,-0.6817,-0.34997,-0.52841,-0.28185,1,0,0,1,Win
13241,-0.25992,-0.09087,-0.1097,-0.0891,-0.02372,-0.04247,-1.11065,-0.52954,-0.34997,-1.41464,-0.28185,1,0,0,1,Lost
13242,-0.25992,-0.21724,-0.1097,-0.0891,-0.02372,-0.04247,-1.07286,-0.62736,-0.34997,-1.41464,-0.28185,0,0,0,0,Lost
13243,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.18004,-0.18176,-0.34997,-0.52841,-0.28185,0,0,0,1,Win
13244,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.99176,0.25297,0.60388,-0.82382,-0.28185,1,0,0,0,Lost
13245,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.61336,-0.6817,2.51159,-1.11923,-0.28185,0,0,0,1,Lost
13246,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.27233,3.65475,-0.34997,-0.52841,-0.28185,0,0,0,0,Win
13247,-0.19348,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,0.15516,-0.34997,-1.41464,-0.28185,1,0,0,1,Lost
13248,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.52547,-0.6817,0.28593,-1.11923,-0.28185,0,0,1,1,Lost
13249,0.69967,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.2361,-0.34997,-0.233,-0.28185,1,0,0,0,Win
13250,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.24212,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,Win
13251,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.21625,-0.6817,-0.03202,-0.52841,-0.28185,0,0,0,1,Win
13252,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.89475,-0.6817,-0.34997,0.06241,-0.28185,0,0,1,0,Win
13253,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.52174,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,1,Win
13254,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.93632,0.05734,0.28593,0.94864,-0.28185,0,0,0,1,Win
13255,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,Lost
13256,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.65323,-0.28185,0,0,0,1,Lost
13257,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,1,Lost
13258,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.04441,0.36166,-0.34997,0.94864,-0.28185,0,0,1,0,Lost
13259,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,0.60388,1.53945,-0.28185,0,0,0,1,Win
13260,0.25888,0.60893,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,Lost
13261,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.39081,2.01364,-0.34997,1.24404,-0.28185,0,0,1,0,Lost
13262,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.63934,-0.6817,2.82954,0.94864,-0.28185,0,0,0,1,Lost
13263,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.00652,10.13225,-0.34997,0.06241,3.54793,0,0,0,1,Lost
13264,6.0075,0.65791,-0.1097,-0.0891,-0.02372,-0.04247,1.55268,0.19863,0.92184,0.65323,-0.28185,0,0,1,0,Win
13265,-0.25992,-0.32421,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,0.28593,1.83486,-0.28185,0,0,0,0,Win
13266,1.44854,-0.08456,0.94134,-0.0891,-0.02372,-0.04247,-0.80482,0.76378,-0.34997,1.53945,-0.28185,1,0,1,0,Lost
13267,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.92839,0.01387,-0.34997,-1.41464,3.54793,0,0,0,1,Lost
13268,3.77361,6.44745,1.05294,-0.0891,-0.02372,-0.04247,-0.71912,-0.31218,-0.34997,-0.82382,3.54793,1,0,0,0,Lost
13269,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.09636,-0.6817,3.7834,0.06241,-0.28185,0,0,0,1,Lost
13270,-0.25992,0.14864,-0.1097,-0.0891,-0.02372,-0.04247,1.71102,0.8942,-0.34997,-0.52841,-0.28185,0,0,0,0,Win
13271,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.29556,-0.37739,-0.34997,1.24404,-0.28185,0,0,0,0,Lost
13272,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.56386,2.83963,-0.03202,1.53945,-0.28185,0,0,0,0,Lost
13273,-0.25992,-0.20666,-0.1097,-0.0891,-0.02372,-0.04247,1.55878,-0.60562,-0.34997,-0.82382,-0.28185,0,0,0,1,Win
13274,-0.25992,-0.13368,-0.1097,-0.0891,-0.02372,-0.04247,1.13876,-0.6817,1.87569,-0.233,-0.28185,0,0,0,1,Win
13275,-0.25992,0.1564,-0.1097,-0.0891,-0.02372,-0.04247,-1.04827,-0.33391,-0.34997,-1.41464,3.54793,1,0,0,1,Lost
13276,-0.25992,-0.28921,-0.1097,-0.0891,-0.02372,-0.04247,1.24714,-0.64909,-0.34997,0.94864,-0.28185,0,0,1,1,Win
13277,-0.25992,-0.34794,-0.10968,-0.0891,-0.02372,-0.04247,-1.03325,-0.04047,-0.34997,-0.52841,-0.28185,1,0,1,0,Lost
13278,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.89732,0.38339,-0.34997,0.35782,-0.28185,0,0,0,0,Lost
13279,-0.25992,-0.28747,-0.1097,-0.0891,-0.02372,-0.04247,-0.51991,2.44837,-0.34997,-0.82382,3.54793,0,0,1,1,Win
13280,-0.25992,0.37766,-0.1097,-0.0891,-0.02372,-0.04247,-0.85934,-0.51868,-0.34997,1.83486,-0.28185,1,0,1,0,Lost
13281,-0.19952,-0.19706,-0.1097,-0.0891,-0.02372,-0.04247,0.6931,-0.0296,-0.34997,-0.233,3.54793,0,0,0,0,Lost
13282,0.42613,-0.0072,-0.1097,1.03661,-0.02372,-0.04247,0.65505,0.10082,-0.34997,-0.82382,-0.28185,0,0,0,1,Win
13283,-0.25992,-0.28592,-0.1097,-0.0891,-0.02372,-0.04247,-1.15649,-0.24697,-0.34997,0.94864,-0.28185,0,0,0,1,Lost
13284,-0.25992,-0.33346,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.233,-0.28185,0,0,0,1,Win
13285,0.35976,4.24396,-0.1097,-0.0891,-0.02372,-0.04247,-0.50193,0.32905,-0.03202,-0.52841,-0.28185,0,0,0,1,Win
13286,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.84566,-0.6817,0.92184,-1.11923,-0.28185,0,0,0,1,Lost
13287,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,Win
13288,-0.25992,-0.11355,-0.1097,-0.0891,-0.02372,-0.04247,-1.15161,-0.18176,-0.34997,1.53945,-0.28185,0,0,0,1,Lost
13289,-0.25992,0.06663,-0.1097,-0.0891,-0.02372,-0.04247,0.02464,-0.08394,-0.34997,-0.233,-0.28185,0,0,0,1,Lost
13290,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.61726,0.27471,-0.34997,-1.41464,-0.28185,1,0,0,0,Win
13291,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.61649,-0.34997,-0.233,-0.28185,1,0,0,0,Lost
13292,-0.19952,-0.19706,-0.1097,-0.0891,-0.02372,-0.04247,0.79228,-0.34478,-0.34997,-0.82382,-0.28185,0,0,0,1,Win
13293,-0.25992,-0.329,-0.1097,-0.0891,-0.02372,-0.04247,0.44666,0.87247,-0.34997,0.94864,-0.28185,1,0,1,1,Lost
13294,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.70408,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,Win
13295,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.09144,-0.06221,-0.34997,0.06241,-0.28185,0,0,0,1,Lost
13296,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.13044,-0.17089,-0.34997,-0.233,3.54793,0,0,0,1,Lost
13297,3.30868,-0.34794,-0.1097,2.54744,-0.02372,-0.04247,0.51399,0.51381,-0.34997,-1.41464,-0.28185,0,0,0,1,Win
13298,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.4174,-0.50781,-0.34997,1.53945,-0.28185,0,0,0,0,Lost
13299,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.00787,-0.34997,1.53945,-0.28185,0,0,0,1,Win
13300,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.91881,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,1,Lost
13301,-0.25992,-0.07153,-0.1097,-0.0891,-0.02372,-0.04247,-0.34026,0.69857,-0.34997,0.65323,-0.28185,1,0,0,1,Lost
13302,-0.25992,-0.23997,-0.1097,-0.0891,-0.02372,-0.04247,0.20636,-0.6817,1.23979,-0.233,-0.28185,0,0,0,1,Win
13303,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.60881,0.40513,-0.34997,0.06241,-0.28185,0,0,1,1,Win
13304,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.89856,0.32905,-0.34997,-0.82382,-0.28185,0,0,1,1,Lost
13305,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,0.03561,-0.34997,1.24404,-0.28185,1,0,1,1,Win
13306,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.37795,-0.25784,1.87569,1.24404,-0.28185,0,0,0,1,Lost
13307,-0.25992,-0.24766,-0.1097,-0.0891,-0.02372,-0.04247,-0.43535,1.79627,-0.34997,-0.82382,-0.28185,0,0,0,1,Lost
13308,-0.25992,0.14864,-0.1097,-0.0891,-0.02372,-0.04247,1.65424,-0.6817,4.4193,-1.41464,-0.28185,0,0,0,1,Lost
13309,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.83239,-0.6817,-0.03202,1.53945,-0.28185,0,0,0,1,Win
13310,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.82144,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,1,Win
13311,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.00099,-0.6817,0.28593,-0.82382,-0.28185,0,0,0,1,Win
13312,-0.25992,-0.03901,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.63823,-0.34997,-1.11923,-0.28185,1,0,0,0,Lost
13313,1.97665,3.80222,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.49694,-0.34997,-1.11923,-0.28185,0,0,0,0,Win
13314,-0.25992,-0.0749,-0.1097,-0.0891,-0.02372,-0.04247,-0.84173,-0.6817,-0.34997,0.06241,-0.28185,1,0,1,1,Win
13315,-0.25992,-0.19767,1.86263,-0.0891,-0.02372,-0.04247,-1.15467,-0.6817,-0.34997,-0.82382,-0.28185,1,0,1,0,Lost
13316,-0.25992,-0.28173,-0.1097,-0.0891,-0.02372,-0.04247,-1.05527,0.8942,-0.34997,0.06241,-0.28185,1,0,0,0,Lost
